timestamp,mac,ap_mac,rssi,channel,phy_type,vendor,ssid
1777686900,8e:a4:92:d7:30:8e,AC-40RT:AP1,-30,11,802.11n,Google,Starbucks
1777689293,9e:5b:a6:c7:03:54,AC-40RT:AP3,-34,48,802.11ac,Huawei,CampusNet
1777687800,31:39:92:55:f6:7a,AC-40RT:AP3,-69,40,802.11n,Unknown,
1777690053,15:49:b2:4d:3d:53,AC-40RT:AP4,-79,1,802.11ax,Apple,HomeWiFi
1777688673,f0:5a:67:10:62:94,AC-40RT:AP2,-42,6,802.11n,Huawei,CMCC-EDU
1777689433,fb:f5:f2:c0:ba:b0,AC-40RT:AP2,-69,40,802.11n,Unknown,Starbucks
1777688425,08:0c:ae:20:20:d1,AC-40RT:AP1,-47,1,802.11ax,Xiaomi,HomeWiFi
1777688592,7b:ef:a9:07:d8:53,AC-40RT:AP4,-39,48,802.11n,Unknown,
1777688520,a5:be:d9:c4:33:ad,AC-40RT:AP2,-40,1,802.11n,Huawei,HomeWiFi
1777687330,84:b2:53:47:81:b9,AC-40RT:AP1,-77,44,802.11n,Unknown,CMCC-EDU
1777689338,19:c2:6f:7f:69:8c,AC-40RT:AP1,-34,6,802.11ax,Unknown,HomeWiFi
1777688459,c3:93:46:eb:64:c7,AC-40RT:AP2,-81,36,802.11ac,Unknown,CampusNet
1777686552,3c:09:65:2a:ce:90,AC-40RT:AP2,-74,44,802.11n,OnePlus,CMCC-EDU
1777687045,33:78:76:0a:6e:96,AC-40RT:AP2,-73,48,802.11ac,Huawei,
1777689984,f7:04:4f:3f:f2:b5,AC-40RT:AP2,-41,1,802.11n,Google,Office5G
1777689969,2a:71:fb:19:15:cb,AC-40RT:AP2,-39,40,802.11n,Xiaomi,CMCC-EDU
1777687910,f3:92:64:cd:c4:47,AC-40RT:AP1,-42,44,802.11ax,Apple,CampusNet
1777687015,56:31:b2:f0:ee:6b,AC-40RT:AP1,-48,48,802.11n,Huawei,
1777689287,aa:25:fb:86:f6:89,AC-40RT:AP2,-59,44,802.11ac,Apple,HomeWiFi
1777689452,fc:03:b4:7e:0c:d5,AC-40RT:AP4,-38,48,802.11n,OnePlus,Office5G
1777688485,f2:a3:73:4f:e3:55,AC-40RT:AP2,-44,6,802.11ac,OnePlus,
1777689871,13:ce:80:ad:c0:87,AC-40RT:AP1,-30,11,802.11n,Unknown,
1777688279,c5:4a:d8:94:9a:d4,AC-40RT:AP1,-46,36,802.11n,Google,CampusNet
1777688186,60:83:a8:18:b0:91,AC-40RT:AP1,-51,36,802.11ax,Huawei,
1777688519,3c:09:65:2a:ce:90,AC-40RT:AP2,-82,6,802.11ax,Samsung,CMCC-EDU
1777687172,b5:21:cc:44:18:19,AC-40RT:AP3,-81,36,802.11ax,OnePlus,HomeWiFi
1777688746,8e:a4:92:d7:30:8e,AC-40RT:AP1,-82,40,802.11n,Unknown,Office5G
1777686705,33:78:76:0a:6e:96,AC-40RT:AP2,-72,40,802.11n,Samsung,Starbucks
1777686863,6d:58:b0:ef:2f:38,AC-40RT:AP2,-64,1,802.11ax,Huawei,Starbucks
1777687773,ff:42:f4:16:dd:c6,AC-40RT:AP2,-71,11,802.11n,Apple,Starbucks
1777687577,6c:82:7a:3b:34:fc,AC-40RT:AP2,-79,1,802.11ax,Samsung,CMCC-EDU
1777688296,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-57,48,802.11ax,Unknown,Starbucks
1777686844,fb:f5:f2:c0:ba:b0,AC-40RT:AP2,-31,44,802.11ac,Huawei,HomeWiFi
1777687602,33:78:76:0a:6e:96,AC-40RT:AP2,-30,40,802.11ac,Xiaomi,CMCC-EDU
1777688491,7d:b0:9e:33:f0:63,AC-40RT:AP1,-79,1,802.11n,Unknown,CMCC-EDU
1777690077,49:22:8d:73:15:9e,AC-40RT:AP4,-70,6,802.11ax,Apple,CampusNet
1777689268,cb:63:9c:09:a4:45,AC-40RT:AP1,-72,44,802.11ax,OnePlus,
1777688733,d8:b3:d1:5d:04:41,AC-40RT:AP1,-81,6,802.11n,Samsung,Office5G
1777687479,b5:30:8b:36:f8:16,AC-40RT:AP1,-35,36,802.11n,Google,HomeWiFi
1777689842,3f:f7:86:2a:85:ab,AC-40RT:AP1,-57,1,802.11n,Google,CampusNet
1777689459,00:d6:34:15:3a:82,AC-40RT:AP1,-72,44,802.11ac,Huawei,Office5G
1777688666,a9:46:d3:9d:8f:65,AC-40RT:AP2,-40,11,802.11n,Huawei,Starbucks
1777689234,52:6e:f9:9b:f7:e3,AC-40RT:AP1,-56,36,802.11ax,Google,Office5G
1777689986,96:a5:b6:93:78:dc,AC-40RT:AP1,-64,11,802.11ax,Samsung,Starbucks
1777688173,36:10:c3:4c:2a:f8,AC-40RT:AP2,-40,6,802.11n,Samsung,
1777688718,13:ce:80:ad:c0:87,AC-40RT:AP1,-82,44,802.11n,Xiaomi,HomeWiFi
1777688071,96:a5:b6:93:78:dc,AC-40RT:AP1,-81,1,802.11ac,Xiaomi,CMCC-EDU
1777687876,2c:f4:0a:79:c3:52,AC-40RT:AP1,-41,36,802.11n,Google,Office5G
1777687143,15:da:68:89:6e:e5,AC-40RT:AP2,-79,48,802.11ac,OnePlus,Starbucks
1777687916,56:31:b2:f0:ee:6b,AC-40RT:AP1,-33,48,802.11ac,Google,
1777688078,43:24:ca:e7:6f:11,AC-40RT:AP1,-78,11,802.11ax,Xiaomi,Office5G
1777688365,f1:de:52:cb:50:9c,AC-40RT:AP1,-41,44,802.11ax,Apple,HomeWiFi
1777687528,16:9f:95:8b:e5:55,AC-40RT:AP1,-56,6,802.11ac,Google,CMCC-EDU
1777688049,44:69:b7:c6:72:c2,AC-40RT:AP3,-84,48,802.11ac,Xiaomi,Office5G
1777687761,03:7f:ae:b4:cb:a0,AC-40RT:AP2,-35,44,802.11n,OnePlus,CampusNet
1777688713,c5:4a:d8:94:9a:d4,AC-40RT:AP1,-57,48,802.11n,Xiaomi,
1777686762,00:d6:34:15:3a:82,AC-40RT:AP1,-64,11,802.11ac,Unknown,
1777689852,75:40:f5:01:d1:44,AC-40RT:AP3,-73,1,802.11n,Xiaomi,
1777687071,15:da:68:89:6e:e5,AC-40RT:AP2,-77,1,802.11ac,Samsung,Starbucks
1777686977,92:40:e5:05:63:4b,AC-40RT:AP1,-77,36,802.11n,Google,CMCC-EDU
1777688572,f0:5a:67:10:62:94,AC-40RT:AP2,-67,36,802.11ac,Google,Starbucks
1777689629,7b:ef:a9:07:d8:53,AC-40RT:AP4,-69,48,802.11n,Unknown,HomeWiFi
1777688554,ff:42:f4:16:dd:c6,AC-40RT:AP2,-60,48,802.11ac,Samsung,Starbucks
1777689224,9e:5b:a6:c7:03:54,AC-40RT:AP3,-59,11,802.11ac,Huawei,CampusNet
1777689829,7b:ef:a9:07:d8:53,AC-40RT:AP4,-82,11,802.11ac,Apple,HomeWiFi
1777687936,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-49,6,802.11ac,Apple,Office5G
1777686754,36:10:c3:4c:2a:f8,AC-40RT:AP2,-33,11,802.11ac,Apple,CMCC-EDU
1777689582,6c:82:7a:3b:34:fc,AC-40RT:AP2,-64,6,802.11ax,Google,Starbucks
1777688323,60:83:a8:18:b0:91,AC-40RT:AP1,-44,6,802.11n,Samsung,CMCC-EDU
1777689202,16:9f:95:8b:e5:55,AC-40RT:AP1,-82,1,802.11ac,OnePlus,HomeWiFi
1777687679,08:0c:ae:20:20:d1,AC-40RT:AP1,-50,6,802.11ax,Google,CMCC-EDU
1777690086,6c:82:7a:3b:34:fc,AC-40RT:AP2,-85,1,802.11n,Samsung,HomeWiFi
1777688551,5e:ed:30:e2:2a:85,AC-40RT:AP3,-37,40,802.11ac,Unknown,CampusNet
1777687905,7d:b0:9e:33:f0:63,AC-40RT:AP1,-38,1,802.11n,Huawei,Starbucks
1777686801,7f:6a:1a:ef:7d:8c,AC-40RT:AP1,-58,1,802.11n,Samsung,CampusNet
1777687686,8e:a4:92:d7:30:8e,AC-40RT:AP1,-48,6,802.11n,Unknown,Starbucks
1777688509,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-40,44,802.11ac,Apple,CampusNet
1777689000,aa:25:fb:86:f6:89,AC-40RT:AP2,-32,11,802.11ax,Huawei,CMCC-EDU
1777686560,ff:42:f4:16:dd:c6,AC-40RT:AP2,-79,48,802.11ac,Google,Office5G
1777687890,b5:21:cc:44:18:19,AC-40RT:AP3,-82,48,802.11n,Huawei,Starbucks
1777687747,3c:09:65:2a:ce:90,AC-40RT:AP2,-85,11,802.11ac,OnePlus,Office5G
1777689995,16:9f:95:8b:e5:55,AC-40RT:AP1,-71,48,802.11ac,Huawei,Office5G
1777688059,24:e5:a2:39:96:67,AC-40RT:AP3,-37,11,802.11ac,Xiaomi,CMCC-EDU
1777689382,0c:e3:21:d8:8e:4c,AC-40RT:AP2,-44,36,802.11ax,Google,CMCC-EDU
1777688956,ed:5e:70:dc:8e:d8,AC-40RT:AP1,-48,11,802.11ax,Samsung,Office5G
1777689323,36:10:c3:4c:2a:f8,AC-40RT:AP2,-34,1,802.11ax,Unknown,HomeWiFi
1777686912,6d:58:b0:ef:2f:38,AC-40RT:AP2,-75,6,802.11n,Samsung,
1777687704,03:7f:ae:b4:cb:a0,AC-40RT:AP2,-75,40,802.11ax,Xiaomi,
1777689695,f0:5a:67:10:62:94,AC-40RT:AP2,-41,44,802.11ac,Samsung,Office5G
1777689461,56:31:b2:f0:ee:6b,AC-40RT:AP1,-37,48,802.11n,Huawei,
1777688457,ab:13:5b:45:fd:8d,AC-40RT:AP3,-70,40,802.11ax,Huawei,CampusNet
1777686525,ac:79:09:59:57:89,AC-40RT:AP5,-70,36,802.11n,Apple,HomeWiFi
1777686798,84:b2:53:47:81:b9,AC-40RT:AP1,-59,6,802.11ac,Google,CMCC-EDU
1777688593,6d:58:b0:ef:2f:38,AC-40RT:AP2,-76,40,802.11n,Unknown,Starbucks
1777688086,33:78:76:0a:6e:96,AC-40RT:AP2,-71,40,802.11ac,Huawei,HomeWiFi
1777689850,d8:b3:d1:5d:04:41,AC-40RT:AP1,-49,6,802.11ax,Unknown,CMCC-EDU
1777687101,9e:5b:a6:c7:03:54,AC-40RT:AP3,-41,6,802.11ac,Google,HomeWiFi
1777689421,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-84,48,802.11n,Apple,Starbucks
1777689511,92:40:e5:05:63:4b,AC-40RT:AP1,-41,40,802.11n,Xiaomi,
1777688223,32:a4:23:ac:85:5c,AC-40RT:AP3,-55,40,802.11ac,Samsung,HomeWiFi
1777686519,19:64:51:bd:d6:6b,AC-40RT:AP1,-56,1,802.11n,Samsung,CampusNet
1777687368,f1:de:52:cb:50:9c,AC-40RT:AP1,-61,36,802.11n,Xiaomi,CMCC-EDU
1777687684,9e:5b:a6:c7:03:54,AC-40RT:AP3,-52,44,802.11ac,Huawei,CampusNet
1777687140,99:43:cf:64:58:31,AC-40RT:AP1,-36,36,802.11ac,Xiaomi,CMCC-EDU
1777687913,f7:04:4f:3f:f2:b5,AC-40RT:AP2,-47,44,802.11ax,Apple,HomeWiFi
1777686585,6d:58:b0:ef:2f:38,AC-40RT:AP2,-53,6,802.11n,Unknown,CampusNet
1777686662,cf:9e:7a:23:cf:a2,AC-40RT:AP1,-57,48,802.11ax,Samsung,Office5G
1777689720,c5:4a:d8:94:9a:d4,AC-40RT:AP1,-57,44,802.11n,Xiaomi,Office5G
1777687566,44:d5:f1:0f:77:fa,AC-40RT:AP2,-83,6,802.11ax,Huawei,Office5G
1777686783,67:c4:a2:26:6c:0a,AC-40RT:AP1,-53,1,802.11n,Samsung,CMCC-EDU
1777689848,a5:be:d9:c4:33:ad,AC-40RT:AP2,-64,1,802.11n,OnePlus,HomeWiFi
1777689681,81:ed:0e:f9:8c:d6,AC-40RT:AP1,-56,40,802.11ax,Xiaomi,CampusNet
1777688820,2c:f4:0a:79:c3:52,AC-40RT:AP1,-30,48,802.11ac,Samsung,CampusNet
1777687222,0d:48:99:d9:0c:06,AC-40RT:AP1,-69,48,802.11ac,Apple,CMCC-EDU
1777686759,67:c4:a2:26:6c:0a,AC-40RT:AP1,-67,1,802.11ac,Google,CMCC-EDU
1777687879,7b:ef:a9:07:d8:53,AC-40RT:AP4,-31,36,802.11ac,Unknown,Office5G
1777689699,a4:3c:ad:42:29:57,AC-40RT:AP1,-42,40,802.11ax,Huawei,CMCC-EDU
1777689346,03:7f:ae:b4:cb:a0,AC-40RT:AP2,-43,6,802.11ac,Huawei,Office5G
1777690067,c9:ce:7b:bb:fa:fb,AC-40RT:AP1,-43,6,802.11n,OnePlus,CMCC-EDU
1777687521,5a:af:c5:6c:d8:b2,AC-40RT:AP1,-59,1,802.11ax,Apple,HomeWiFi
1777686857,3c:09:65:2a:ce:90,AC-40RT:AP2,-58,48,802.11ac,Samsung,CMCC-EDU
1777689805,19:64:51:bd:d6:6b,AC-40RT:AP1,-40,36,802.11ac,OnePlus,Starbucks
1777688608,4a:ba:23:e8:11:63,AC-40RT:AP5,-57,44,802.11ac,Unknown,HomeWiFi
1777689489,44:e2:2e:8c:17:44,AC-40RT:AP1,-69,36,802.11n,Google,HomeWiFi
1777688444,8e:a4:92:d7:30:8e,AC-40RT:AP1,-64,36,802.11n,Huawei,HomeWiFi
1777687949,a5:be:d9:c4:33:ad,AC-40RT:AP2,-78,11,802.11ac,OnePlus,Office5G
1777689579,92:40:e5:05:63:4b,AC-40RT:AP1,-83,1,802.11ac,Apple,Office5G
1777688066,ed:5e:70:dc:8e:d8,AC-40RT:AP1,-40,48,802.11ax,OnePlus,Office5G
1777689322,3f:ad:b8:28:a7:94,AC-40RT:AP1,-33,44,802.11ac,OnePlus,Office5G
1777686788,13:ce:80:ad:c0:87,AC-40RT:AP1,-73,40,802.11n,Samsung,CampusNet
1777687456,31:f8:2d:c7:cf:2f,AC-40RT:AP1,-65,11,802.11ac,Xiaomi,HomeWiFi
1777688168,52:6e:f9:9b:f7:e3,AC-40RT:AP1,-66,36,802.11ac,Huawei,Starbucks
1777689701,16:9f:95:8b:e5:55,AC-40RT:AP1,-78,6,802.11n,Google,HomeWiFi
1777689404,b5:30:8b:36:f8:16,AC-40RT:AP1,-74,1,802.11n,OnePlus,Office5G
1777688787,85:96:8b:18:c3:c5,AC-40RT:AP2,-39,1,802.11ac,Unknown,Office5G
1777688148,c9:ce:7b:bb:fa:fb,AC-40RT:AP1,-43,40,802.11ac,Samsung,CMCC-EDU
1777689817,44:e2:2e:8c:17:44,AC-40RT:AP1,-84,6,802.11n,Google,
1777689150,0b:f6:60:46:1b:b3,AC-40RT:AP4,-56,36,802.11ac,Unknown,Starbucks
1777689087,b5:21:cc:44:18:19,AC-40RT:AP3,-52,6,802.11n,OnePlus,CampusNet
1777687631,9e:5b:a6:c7:03:54,AC-40RT:AP3,-61,44,802.11ax,Xiaomi,Starbucks
1777689922,6b:b3:60:c0:90:9e,AC-40RT:AP1,-67,36,802.11ax,Google,Starbucks
1777687474,19:c2:6f:7f:69:8c,AC-40RT:AP1,-45,1,802.11ax,Google,CMCC-EDU
1777688741,0c:ca:3e:55:6b:d9,AC-40RT:AP2,-53,48,802.11n,Apple,Office5G
1777688195,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-74,11,802.11ac,Xiaomi,CampusNet
1777687072,3f:ad:b8:28:a7:94,AC-40RT:AP1,-63,1,802.11ac,Google,
1777687684,c3:93:46:eb:64:c7,AC-40RT:AP2,-82,44,802.11n,Apple,CampusNet
1777688866,5f:a5:19:17:e7:dc,AC-40RT:AP1,-59,11,802.11n,OnePlus,CampusNet
1777689256,44:69:b7:c6:72:c2,AC-40RT:AP3,-40,11,802.11n,Unknown,
1777689608,99:43:cf:64:58:31,AC-40RT:AP1,-68,1,802.11ac,Xiaomi,Starbucks
1777688970,aa:25:fb:86:f6:89,AC-40RT:AP2,-65,11,802.11ac,Google,
1777689630,c5:4a:d8:94:9a:d4,AC-40RT:AP1,-51,1,802.11n,Samsung,Office5G
1777689354,ac:79:09:59:57:89,AC-40RT:AP5,-69,40,802.11n,OnePlus,HomeWiFi
1777689154,15:da:68:89:6e:e5,AC-40RT:AP2,-58,48,802.11n,Xiaomi,
1777686906,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-38,48,802.11ax,Google,Starbucks
1777687927,15:49:b2:4d:3d:53,AC-40RT:AP4,-83,40,802.11ac,Samsung,Starbucks
1777688909,a6:fc:a2:fb:87:c3,AC-40RT:AP4,-71,11,802.11n,Samsung,CampusNet
1777688866,75:40:f5:01:d1:44,AC-40RT:AP3,-81,44,802.11n,Samsung,Starbucks
1777689442,38:2b:2e:a1:8b:f5,AC-40RT:AP2,-51,1,802.11n,Samsung,
1777689534,44:bc:64:c6:04:58,AC-40RT:AP3,-30,6,802.11n,Unknown,HomeWiFi
1777688016,9e:5b:a6:c7:03:54,AC-40RT:AP3,-84,11,802.11ax,Apple,CampusNet
1777687294,d0:4d:e0:1d:5c:78,AC-40RT:AP1,-52,36,802.11n,Samsung,CMCC-EDU
1777687535,44:d5:f1:0f:77:fa,AC-40RT:AP2,-40,40,802.11n,Huawei,CampusNet
1777689513,49:22:8d:73:15:9e,AC-40RT:AP4,-53,40,802.11ac,Samsung,Starbucks
1777688901,0d:db:8b:c6:a6:e2,AC-40RT:AP1,-39,6,802.11ax,Google,HomeWiFi
1777689829,1c:0c:80:21:d3:08,AC-40RT:AP1,-43,44,802.11n,Unknown,HomeWiFi
1777688554,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-84,48,802.11n,Huawei,Starbucks
1777686619,2c:f4:0a:79:c3:52,AC-40RT:AP1,-74,6,802.11n,Xiaomi,Starbucks
1777689246,c5:4a:d8:94:9a:d4,AC-40RT:AP1,-61,6,802.11ac,Huawei,Office5G
1777686521,5a:af:c5:6c:d8:b2,AC-40RT:AP1,-51,1,802.11ac,Huawei,Office5G
1777690016,44:e2:2e:8c:17:44,AC-40RT:AP1,-68,48,802.11n,OnePlus,Starbucks
1777687397,67:c4:a2:26:6c:0a,AC-40RT:AP1,-60,1,802.11ac,Google,Starbucks
1777689743,f2:a3:73:4f:e3:55,AC-40RT:AP2,-35,40,802.11ax,Apple,Starbucks
1777689180,57:a3:bc:7a:b7:93,AC-40RT:AP2,-42,11,802.11n,Google,Office5G
1777688749,c3:93:46:eb:64:c7,AC-40RT:AP2,-48,1,802.11ax,Apple,Office5G
1777687317,2c:f4:0a:79:c3:52,AC-40RT:AP1,-85,36,802.11ax,Apple,CampusNet
1777689493,44:d5:f1:0f:77:fa,AC-40RT:AP2,-59,6,802.11n,Apple,CampusNet
1777689075,43:24:ca:e7:6f:11,AC-40RT:AP1,-83,1,802.11ax,Apple,CMCC-EDU
1777688033,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-78,6,802.11n,Unknown,CMCC-EDU
1777688183,e4:c2:73:0a:4e:30,AC-40RT:AP1,-43,1,802.11ac,OnePlus,
1777688867,2d:66:07:7b:2a:09,AC-40RT:AP2,-68,40,802.11n,Apple,
1777688708,d8:b3:d1:5d:04:41,AC-40RT:AP1,-33,48,802.11n,OnePlus,Starbucks
1777689892,ed:5e:70:dc:8e:d8,AC-40RT:AP1,-44,48,802.11ax,Unknown,Office5G
1777689845,08:0c:ae:20:20:d1,AC-40RT:AP1,-81,44,802.11n,Huawei,Starbucks
1777687537,19:c2:6f:7f:69:8c,AC-40RT:AP1,-68,11,802.11ax,Samsung,CMCC-EDU
1777688913,b7:22:7b:15:70:2d,AC-40RT:AP1,-58,1,802.11n,Huawei,Office5G
1777687281,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-52,36,802.11ac,Xiaomi,
1777689142,24:e5:a2:39:96:67,AC-40RT:AP3,-64,6,802.11n,OnePlus,HomeWiFi
1777687849,0c:e3:21:d8:8e:4c,AC-40RT:AP2,-33,48,802.11n,OnePlus,Office5G
1777687522,4a:ba:23:e8:11:63,AC-40RT:AP5,-74,44,802.11ax,Unknown,
1777687425,aa:25:fb:86:f6:89,AC-40RT:AP2,-69,48,802.11ax,Google,
1777689966,a4:3c:ad:42:29:57,AC-40RT:AP1,-41,11,802.11ax,Samsung,Office5G
1777689397,f1:2a:03:3a:36:cd,AC-40RT:AP4,-30,48,802.11n,Xiaomi,CampusNet
1777688000,31:39:92:55:f6:7a,AC-40RT:AP3,-78,36,802.11n,OnePlus,CampusNet
1777688032,ed:5e:70:dc:8e:d8,AC-40RT:AP1,-48,40,802.11ax,Xiaomi,
1777687337,31:f8:2d:c7:cf:2f,AC-40RT:AP1,-70,48,802.11ax,Apple,HomeWiFi
1777688596,36:10:c3:4c:2a:f8,AC-40RT:AP2,-67,48,802.11ax,Unknown,
1777688105,24:e5:a2:39:96:67,AC-40RT:AP3,-62,6,802.11ac,Xiaomi,
1777689429,ac:79:09:59:57:89,AC-40RT:AP5,-33,40,802.11ax,Apple,Office5G
1777687676,96:a5:b6:93:78:dc,AC-40RT:AP1,-39,44,802.11ax,Apple,CampusNet
1777687965,44:bc:64:c6:04:58,AC-40RT:AP3,-85,11,802.11ac,Unknown,CampusNet
1777688438,ab:13:5b:45:fd:8d,AC-40RT:AP3,-30,36,802.11ax,Samsung,HomeWiFi
1777688262,16:9f:95:8b:e5:55,AC-40RT:AP1,-62,1,802.11n,Unknown,HomeWiFi
1777689221,02:2d:75:43:53:7e,AC-40RT:AP3,-52,6,802.11ax,Samsung,HomeWiFi
1777687399,b6:2d:7f:e4:3a:c8,AC-40RT:AP2,-38,6,802.11n,Samsung,CMCC-EDU
1777687162,fb:f5:f2:c0:ba:b0,AC-40RT:AP2,-52,6,802.11n,Samsung,
1777687792,2a:71:fb:19:15:cb,AC-40RT:AP2,-55,48,802.11ax,Samsung,Starbucks
1777686732,10:52:49:19:be:f7,AC-40RT:AP1,-42,48,802.11n,Huawei,
1777689405,aa:be:95:ca:9d:43,AC-40RT:AP1,-81,11,802.11ac,Google,
1777687552,2c:f4:0a:79:c3:52,AC-40RT:AP1,-82,6,802.11n,Huawei,CampusNet
1777686576,44:bc:64:c6:04:58,AC-40RT:AP3,-50,48,802.11ax,Huawei,Office5G
1777689227,3f:ad:b8:28:a7:94,AC-40RT:AP1,-48,11,802.11ax,Xiaomi,CampusNet
1777687478,6d:58:b0:ef:2f:38,AC-40RT:AP2,-39,1,802.11ac,Huawei,
1777688035,f7:04:4f:3f:f2:b5,AC-40RT:AP2,-49,48,802.11ac,Samsung,Office5G
1777690034,5e:ed:30:e2:2a:85,AC-40RT:AP3,-73,6,802.11ac,OnePlus,CampusNet
